0,1,2,grammared,tled,time
000000235784.jpg,ผู้หญิงที่ยืนอยู่บนเนินเขาที่ครอบคลุมด้วยหิมะ,a woman standing on top of a snow covered slope ,ผู้หญิงที่ยืนอยู่บนเนินเขาที่ครอบคลุมด้วยหิมะ,ผู้หญิงคนหนึ่งยืนอยู่บนยอดเขาที่ปกคลุมด้วยหิมะ,2.674581527709961
000000074058.jpg,รถจักรยานยนต์ที่จอดอยู่บนถนน,a row of motorcycles parked on a sidewalk ,,,0.0
000000334483.jpg,คนที่นั่งอยู่รอบโต๊ะ กับเค้กวันเกิด,people sitting around a table with a birthday cake ,คนที่นั่งอยู่รอบโต๊ะ กับเค้กวันเกิด,คนนั่งรอบโต๊ะกับเค้กวันเกิด,2.072080373764038
000000550084.jpg,สัญลักษณ์ถนนข้างถนน,a street sign on the side of a road ,,,0.0
000000021167.jpg,ผู้ชายที่ยืนอยู่ข้างๆผู้หญิงในชุด,a man standing next to a woman in a dress ,ผู้ชายที่ยืนอยู่ข้างๆผู้หญิงในชุด,ชายคนหนึ่งยืนอยู่ถัดจากผู้หญิงคนหนึ่งในชุด,2.669309377670288
000000377882.jpg,แถวเรือที่จอดอยู่ข้างๆรั้ว,a row of boats parked next to a fence ,,,0.0
000000427256.jpg,นักพนันเบสบอลที่โยนไม้รัดในระหว่างเกม,a baseball player swinging a bat during a game ,นักพนันเบสบอลที่โยนไม้รัดในระหว่างเกม,นักเล่นเบสบอลสวิงไม้เบสในระหว่างเกม,2.1426942348480225
000000083113.jpg,ช้างใหญ่ยืนอยู่ข้างๆรั้วไฟฟ้า,a large elephant standing next to a wire fence ,,,0.0
000000491757.jpg,แมวที่นอนอยู่บนเตียง,a cat laying on top of a bed ,แมวนอนอยู่บนเตียง,แมวนอนอยู่บนเตียง,1.109813213348389
000000210394.jpg,รถบัสสองชั้น เดินทางตามถนน,a double decker bus traveling down a street ,,,0.0
000000528980.jpg,ร่มสีแดง ที่นั่งบนเสาตรงหน้าอาคาร,a red umbrella sitting on top of a pole in front of a building ,,,0.0
000000368212.jpg,เด็กที่นั่งบนห้องน้ํา มีแปรงฟันอยู่ในปาก,a baby sitting on a toilet with a toothbrush in its mouth ,,,0.0
000000409424.jpg,ถังที่เต็มไปด้วยแอปเปิ้ล ส้ม และผลไม้อื่น ๆ ,"a basket filled with apples, oranges, and other fruits ",ถังที่เต็มไปด้วยแอปเปิ้ล ส้ม และผลไม้อื่น ๆ,ตะกร้าเต็มไปด้วยแอปเปิ้ล ส้ม และผลไม้อื่น ๆ,2.9925649166107178
000000390246.jpg,คนขับคลื่นบนโต๊ะเซอร์ฟ์,a man riding a wave on top of a surfboard ,,,0.0
000000577149.jpg,กลุ่มเซบราที่ยืนอยู่บนถนนที่ดิน,a herd of zebra standing on a dirt road ,กลุ่มเซบรายืนอยู่บนถนนที่ดิน,กลุ่มซีบร้ายยืนอยู่บนถนนดิน,1.932621955871582
000000554328.jpg,นักพนันเบสบอลสองคนยืนอยู่ข้างๆกัน จับลูกเต๋า,two baseball players standing next to each other holding bats ,,,0.0
000000459195.jpg,คนสามคนยืนในพื้นที่ป่าไม้พร้อมกับฟริสบี,three people standing in a wooded area with a frisbee ,คนสามคนยืนอยู่ในพื้นที่ป่าพร้อมกับฟริสบี,สามคนยืนอยู่ในพื้นที่ป่าด้วยลูกบอล,2.3918755054473877
000000464358.jpg,ห้องนอนที่มีเตียงและไฟ,a bedroom with a bed and a lamp ,,,0.0
000000296649.jpg,รถมอเตอร์ไซค์จอดอยู่หน้าอาคาร,motorcycles are parked in front of a building ,รถมอเตอร์ไซค์จอดอยู่หน้าอาคาร,รถมอเตอร์ไซค์จอดอยู่ข้างนอกอาคาร,1.8092904090881348
000000318114.jpg,ชิ้นเค้กบนจานข้างเค้กน้ําตาลส้ม,a piece of cake on a plate next to a glass of orange juice ,,,0.0
000000515266.jpg,รถบรรทุกสีขาวที่จอดอยู่ตรงหน้าเตียงไม้,a white truck parked in front of a wooden bench ,รถบรรทุกสีขาวจอดอยู่ตรงหน้าเตียงไม้,รถบรรทุกสีขาวจอดอยู่ข้างหน้าม้านั่งไม้,2.407339572906494
000000070254.jpg,รถไฟที่ลากเข้าสถานี รถไฟ ติดกับเว็บไซต์,a train pulling into a train station next to a platform ,,,0.0
000000177893.jpg,รถโดยสารที่จอดอยู่ข้างถนน,a bus parked on the side of the road ,รถโดยสารที่จอดอยู่ข้างถนน,รถบัสจอดอยู่ข้างถนน,1.5142900943756104
000000133567.jpg,ชายที่ยืนอยู่ข้างถนนข้างรถไฟ,a man standing on the side of a street next to a train ,,,0.0
000000397354.jpg,คนที่ยืนอยู่รอบๆห้องครัว,people standing around a kitchen ,คนที่ยืนอยู่รอบ ๆ ห้องครัว,ผู้คนยืนอยู่รอบ ๆ ครัว,1.4428036212921143
